repeat_index,dataset_rows,workers,queue_size,workload,total_requests,success_requests,rejected_requests,error_requests,total_ms,avg_ms,p95_ms,max_ms
3,10000,4,256,mixed,1024,1024,0,0,212.769,18.707,70.773,78.497
4,10000,4,256,mixed,1024,1024,0,0,177.658,1.969,2.990,4.823
5,10000,4,256,mixed,1024,1024,0,0,182.424,2.009,3.086,7.980
6,10000,4,256,mixed,1024,1024,0,0,179.554,1.994,3.060,7.018
7,10000,4,256,mixed,1024,1024,0,0,184.519,2.003,3.226,5.700
8,10000,4,256,mixed,1024,1024,0,0,181.258,1.956,3.047,4.489
9,10000,4,256,mixed,1024,1024,0,0,181.967,2.008,3.135,7.522
10,10000,4,256,mixed,1024,922,8,94,195.798,30.128,77.671,90.619
1,10000,4,512,mixed,1024,1024,0,0,176.796,1.922,2.920,4.118
2,10000,4,512,mixed,1024,1024,0,0,176.979,1.943,2.906,3.785
3,10000,4,512,mixed,1024,1024,0,0,203.001,3.774,30.351,33.983
4,10000,4,512,mixed,1024,1024,0,0,179.888,1.990,3.004,5.066
5,10000,4,512,mixed,1024,1024,0,0,178.445,2.058,3.339,4.831
6,10000,4,512,mixed,1024,1024,0,0,183.370,2.029,3.247,6.437
7,10000,4,512,mixed,1024,1024,0,0,177.347,1.957,3.063,4.497
8,10000,4,512,mixed,1024,1024,0,0,191.273,2.071,3.361,7.898
9,10000,4,512,mixed,1024,1024,0,0,174.219,1.935,3.017,4.670
10,10000,4,512,mixed,1024,1024,0,0,206.723,41.101,98.689,110.213
1,10000,8,32,mixed,1024,1024,0,0,181.590,1.984,3.032,6.515
2,10000,8,32,mixed,1024,1024,0,0,178.873,1.961,3.040,4.271
3,10000,8,32,mixed,1024,1024,0,0,180.028,2.043,3.351,5.588
4,10000,8,32,mixed,1024,1024,0,0,178.899,2.020,3.122,4.533
5,10000,8,32,mixed,1024,1024,0,0,181.327,1.984,3.165,4.384
6,10000,8,32,mixed,1024,1024,0,0,183.805,1.981,3.086,5.462
7,10000,8,32,mixed,1024,1024,0,0,192.158,2.111,3.392,8.263
8,10000,8,32,mixed,1024,1024,0,0,180.504,2.051,3.206,5.164
9,10000,8,32,mixed,1024,1024,0,0,179.614,1.953,3.005,4.347
10,10000,8,32,mixed,1024,527,6,491,185.990,33.577,84.571,101.345
1,10000,8,64,mixed,1024,1024,0,0,177.280,1.954,3.049,4.479
2,10000,8,64,mixed,1024,1024,0,0,179.699,1.945,3.061,4.430
3,10000,8,64,mixed,1024,1024,0,0,184.350,2.089,3.326,7.176
4,10000,8,64,mixed,1024,1024,0,0,180.336,2.009,3.157,4.180
5,10000,8,64,mixed,1024,1024,0,0,180.912,2.007,2.981,4.128
6,10000,8,64,mixed,1024,1024,0,0,190.120,2.076,3.210,4.425
7,10000,8,64,mixed,1024,1024,0,0,184.368,2.098,3.152,7.149
8,10000,8,64,mixed,1024,1024,0,0,178.778,1.997,2.993,4.361
9,10000,8,64,mixed,1024,1024,0,0,185.401,2.128,3.313,7.113
10,10000,8,64,mixed,1024,657,11,356,195.629,33.032,87.559,108.690
1,10000,8,128,mixed,1024,1024,0,0,185.885,2.049,3.200,8.252
2,10000,8,128,mixed,1024,1024,0,0,180.602,1.989,3.096,4.168
3,10000,8,128,mixed,1024,1024,0,0,179.652,1.924,3.079,4.733
4,10000,8,128,mixed,1024,1024,0,0,182.159,2.074,3.189,6.283
5,10000,8,128,mixed,1024,1024,0,0,185.383,2.051,3.257,7.030
6,10000,8,128,mixed,1024,1024,0,0,179.315,2.020,3.205,4.474
7,10000,8,128,mixed,1024,1024,0,0,180.197,1.967,3.007,4.598
8,10000,8,128,mixed,1024,1024,0,0,176.468,1.959,3.108,4.341
9,10000,8,128,mixed,1024,1024,0,0,181.762,2.019,3.150,4.444
10,10000,8,128,mixed,1024,687,15,322,209.180,38.672,96.894,105.983
1,10000,8,256,mixed,1024,1024,0,0,180.250,3.995,14.607,20.803
2,10000,8,256,mixed,1024,1024,0,0,183.015,1.993,3.097,5.488
3,10000,8,256,mixed,1024,1024,0,0,219.172,2.349,3.487,32.505
4,10000,8,256,mixed,1024,1024,0,0,178.171,1.930,2.998,4.692
5,10000,8,256,mixed,1024,1024,0,0,180.337,2.039,3.247,4.683
6,10000,8,256,mixed,1024,1024,0,0,178.879,1.935,2.980,4.273
7,10000,8,256,mixed,1024,1024,0,0,182.419,1.977,3.103,7.824
8,10000,8,256,mixed,1024,1024,0,0,181.878,1.928,2.972,4.289
9,10000,8,256,mixed,1024,1024,0,0,180.734,1.966,3.095,4.225
10,10000,8,256,mixed,1024,858,5,161,202.089,37.482,94.548,113.899
1,10000,8,512,mixed,1024,1024,0,0,183.782,2.070,3.282,7.712
2,10000,8,512,mixed,1024,1024,0,0,179.921,1.986,3.126,5.005
3,10000,8,512,mixed,1024,1024,0,0,181.928,2.022,3.169,4.643
4,10000,8,512,mixed,1024,1024,0,0,180.532,1.927,2.999,4.286
5,10000,8,512,mixed,1024,1024,0,0,187.383,2.147,3.495,8.052
6,10000,8,512,mixed,1024,1024,0,0,186.820,2.029,3.133,8.049
7,10000,8,512,mixed,1024,1024,0,0,179.047,1.931,2.974,4.292
8,10000,8,512,mixed,1024,1024,0,0,180.999,1.978,3.094,4.211
9,10000,8,512,mixed,1024,1024,0,0,181.804,1.994,3.273,6.899
10,10000,8,512,mixed,1024,1024,0,0,199.639,33.239,88.730,99.851
1,10000,16,32,mixed,1024,1024,0,0,181.886,1.990,3.033,4.054
2,10000,16,32,mixed,1024,1024,0,0,179.147,2.022,3.215,4.753
3,10000,16,32,mixed,1024,1024,0,0,200.282,2.158,3.816,7.457
4,10000,16,32,mixed,1024,1024,0,0,179.162,1.988,3.124,4.711
5,10000,16,32,mixed,1024,1024,0,0,182.357,1.952,3.019,4.396
6,10000,16,32,mixed,1024,1024,0,0,179.334,1.972,3.126,4.974
7,10000,16,32,mixed,1024,1024,0,0,185.864,1.989,3.201,6.048
8,10000,16,32,mixed,1024,1009,1,14,190.451,2.551,6.413,12.319
9,10000,16,32,mixed,1024,1024,0,0,179.519,1.954,3.123,4.695
10,10000,16,32,mixed,1024,546,9,469,212.176,51.117,118.163,131.931
1,10000,16,64,mixed,1024,1024,0,0,185.306,2.109,3.286,7.691
2,10000,16,64,mixed,1024,1024,0,0,180.559,1.991,3.176,4.601
3,10000,16,64,mixed,1024,1024,0,0,208.394,3.641,4.565,38.004
4,10000,16,64,mixed,1024,1024,0,0,180.017,2.002,3.119,4.451
5,10000,16,64,mixed,1024,1024,0,0,183.063,2.017,3.168,6.680
6,10000,16,64,mixed,1024,1024,0,0,182.562,1.995,3.250,6.543
7,10000,16,64,mixed,1024,1024,0,0,180.869,2.023,3.187,4.934
8,10000,16,64,mixed,1024,1024,0,0,181.224,2.022,3.113,4.430
9,10000,16,64,mixed,1024,1024,0,0,193.546,2.065,3.239,7.864
10,10000,16,64,mixed,1024,581,14,429,218.676,55.512,123.237,136.966
1,10000,16,128,mixed,1024,1024,0,0,179.574,2.048,3.187,4.339
2,10000,16,128,mixed,1024,1024,0,0,180.901,2.103,3.187,4.656
3,10000,16,128,mixed,1024,1024,0,0,211.198,5.927,39.562,43.955
4,10000,16,128,mixed,1024,1024,0,0,182.273,2.035,3.148,4.758
5,10000,16,128,mixed,1024,1024,0,0,185.514,1.984,3.109,7.160
6,10000,16,128,mixed,1024,1024,0,0,179.749,1.963,3.027,5.067
7,10000,16,128,mixed,1024,1024,0,0,184.672,1.996,3.084,6.038
8,10000,16,128,mixed,1024,1024,0,0,179.738,1.972,2.955,4.035
9,10000,16,128,mixed,1024,1024,0,0,185.914,2.125,3.372,5.757
10,10000,16,128,mixed,1024,1024,0,0,179.170,2.012,3.137,4.752
1,10000,16,256,mixed,1024,1024,0,0,185.479,2.090,3.279,6.808
2,10000,16,256,mixed,1024,1024,0,0,182.713,2.015,3.135,4.818
3,10000,16,256,mixed,1024,1024,0,0,223.766,6.666,53.671,57.946
4,10000,16,256,mixed,1024,1024,0,0,181.356,2.000,3.149,5.138
5,10000,16,256,mixed,1024,1024,0,0,184.323,2.071,3.207,5.951
6,10000,16,256,mixed,1024,1024,0,0,180.498,2.009,3.150,4.884
7,10000,16,256,mixed,1024,1024,0,0,181.668,2.057,3.275,4.533
8,10000,16,256,mixed,1024,1024,0,0,181.285,2.077,3.202,5.037
9,10000,16,256,mixed,1024,1024,0,0,183.584,2.033,3.193,7.194
10,10000,16,256,mixed,1024,849,6,169,205.707,43.206,104.589,117.272
1,10000,16,512,mixed,1024,1024,0,0,181.851,1.990,3.042,4.417
2,10000,16,512,mixed,1024,1024,0,0,187.518,2.090,3.359,8.551
3,10000,16,512,mixed,1024,1024,0,0,214.236,4.987,38.204,41.946
4,10000,16,512,mixed,1024,1024,0,0,181.923,1.979,3.124,4.476
5,10000,16,512,mixed,1024,1024,0,0,178.295,1.978,3.057,5.124
6,10000,16,512,mixed,1024,1024,0,0,181.017,1.993,3.005,3.854
7,10000,16,512,mixed,1024,1024,0,0,186.530,2.076,3.233,6.375
8,10000,16,512,mixed,1024,1024,0,0,181.838,1.999,3.032,4.580
9,10000,16,512,mixed,1024,1024,0,0,181.822,2.022,3.059,4.259
10,10000,16,512,mixed,1024,1024,0,0,214.434,40.567,104.191,116.146
1,100000,4,32,mixed,512,512,0,0,100.072,2.126,3.214,5.146
2,100000,4,32,mixed,512,512,0,0,105.980,2.249,3.853,5.632
3,100000,4,32,mixed,512,512,0,0,92.971,2.020,3.253,4.305
4,100000,4,32,mixed,512,512,0,0,108.662,2.427,3.817,5.302
5,100000,4,32,mixed,512,512,0,0,141.223,4.333,14.565,27.828
6,100000,4,32,mixed,512,512,0,0,126.790,2.639,4.406,7.636
7,100000,4,32,mixed,512,512,0,0,113.514,2.358,4.151,6.082
8,100000,4,32,mixed,512,512,0,0,98.344,2.093,3.367,4.427
9,100000,4,32,mixed,512,512,0,0,130.676,2.632,5.593,10.778
10,100000,4,32,mixed,512,512,0,0,103.395,2.222,3.786,5.474
1,100000,4,64,mixed,512,512,0,0,126.114,2.670,4.419,6.124
2,100000,4,64,mixed,512,512,0,0,120.519,2.432,3.973,5.335
3,100000,4,64,mixed,512,512,0,0,109.541,2.361,4.030,7.106
4,100000,4,64,mixed,512,358,10,144,97.741,19.265,40.679,49.838
5,100000,4,64,mixed,512,512,0,0,94.235,1.905,3.020,3.689
6,100000,4,64,mixed,512,512,0,0,117.585,2.561,4.420,7.149
7,100000,4,64,mixed,512,420,7,85,124.262,13.796,39.396,49.716
8,100000,4,64,mixed,512,512,0,0,108.494,2.355,3.742,5.329
9,100000,4,64,mixed,512,512,0,0,93.831,2.093,3.306,4.551
10,100000,4,64,mixed,512,512,0,0,91.663,2.040,3.265,4.894
1,100000,4,128,mixed,512,512,0,0,98.952,2.173,3.740,5.658
2,100000,4,128,mixed,512,512,0,0,122.284,2.613,3.955,6.429
3,100000,4,128,mixed,512,512,0,0,123.025,2.592,4.368,5.861
4,100000,4,128,mixed,512,512,0,0,101.088,2.165,3.702,4.981
5,100000,4,128,mixed,512,512,0,0,91.917,2.014,3.107,3.968
6,100000,4,128,mixed,512,431,1,80,91.464,16.512,40.112,47.811
7,100000,4,128,mixed,512,512,0,0,111.780,2.390,3.998,5.673
8,100000,4,128,mixed,512,512,0,0,126.989,2.528,4.140,7.574
9,100000,4,128,mixed,512,512,0,0,114.276,2.448,4.028,5.207
10,100000,4,128,mixed,512,512,0,0,95.375,2.213,3.628,5.950
1,100000,4,256,mixed,512,512,0,0,89.946,1.991,3.125,4.298
2,100000,4,256,mixed,512,512,0,0,101.467,2.152,3.502,6.025
3,100000,4,256,mixed,512,512,0,0,129.685,2.634,4.182,8.377
4,100000,4,256,mixed,512,512,0,0,122.870,2.718,4.077,5.939
5,100000,4,256,mixed,512,512,0,0,98.718,2.074,3.088,3.782
6,100000,4,256,mixed,512,512,0,0,92.403,2.010,3.340,4.875
7,100000,4,256,mixed,512,512,0,0,92.895,2.180,3.515,5.081
8,100000,4,256,mixed,512,512,0,0,126.540,2.601,4.736,11.182
9,100000,4,256,mixed,512,512,0,0,128.600,20.716,48.673,58.673
10,100000,4,256,mixed,512,512,0,0,110.398,2.454,3.859,5.506
1,100000,4,512,mixed,512,512,0,0,92.009,2.006,3.261,4.132
2,100000,4,512,mixed,512,512,0,0,102.643,9.019,31.015,34.417
3,100000,4,512,mixed,512,512,0,0,99.185,2.113,3.301,4.897
4,100000,4,512,mixed,512,512,0,0,137.263,3.043,5.424,9.769
5,100000,4,512,mixed,512,512,0,0,132.077,14.595,42.928,47.773
6,100000,4,512,mixed,512,512,0,0,97.896,2.200,3.612,6.213
7,100000,4,512,mixed,512,512,0,0,95.242,2.116,3.273,4.307
8,100000,4,512,mixed,512,512,0,0,93.560,2.076,3.312,4.689
9,100000,4,512,mixed,512,512,0,0,120.293,2.642,4.417,6.250
10,100000,4,512,mixed,512,512,0,0,133.738,2.948,5.008,8.746
1,100000,8,32,mixed,512,512,0,0,106.666,2.377,4.136,8.002
2,100000,8,32,mixed,512,512,0,0,90.719,1.962,3.172,4.134
3,100000,8,32,mixed,512,512,0,0,94.397,2.116,3.502,5.667
4,100000,8,32,mixed,512,512,0,0,113.057,2.386,3.825,7.465
5,100000,8,32,mixed,512,512,0,0,124.364,2.597,4.263,6.280
6,100000,8,32,mixed,512,512,0,0,102.938,2.243,3.709,6.008
7,100000,8,32,mixed,512,512,0,0,92.609,1.940,3.240,4.555
8,100000,8,32,mixed,512,512,0,0,97.079,2.132,3.633,5.204
9,100000,8,32,mixed,512,512,0,0,120.215,2.640,4.554,8.356
10,100000,8,32,mixed,512,512,0,0,123.491,2.730,4.279,6.352
1,100000,8,64,mixed,512,512,0,0,114.101,2.390,3.824,5.598
2,100000,8,64,mixed,512,512,0,0,97.278,2.179,3.762,7.621
3,100000,8,64,mixed,512,512,0,0,93.806,2.182,3.599,6.088
4,100000,8,64,mixed,512,512,0,0,101.417,2.207,3.838,5.166
5,100000,8,64,mixed,512,512,0,0,126.736,2.575,4.110,5.360
6,100000,8,64,mixed,512,512,0,0,120.996,2.519,4.031,6.638
